11	44.78319783
11.08333333	11.64983165
11.16666667	4.294478528
11.25	2.566788895
11.33333333	2.409638554
11.41666667	4.863636364
11.5	2.494331066
11.58333333	9.407665505
11.66666667	8.259544201
11.75	20.77981083
11.83333333	4.21686747
11.91666667	-5.315214587
12	-0.811688312
12.08333333	7.866475747
12.16666667	-2.209878034
12.25	16.18726443
12.33333333	0.680272109
12.41666667	8.612572695
12.5	4.980221519
12.58333333	7.348804501
12.66666667	5.764284208
12.75	11.52840711
12.83333333	6.961770624
12.91666667	0
13	-5.231866825
13.08333333	-41.25235152
13.16666667	-26.2283737
13.25	20.63492063
13.33333333	8.575342466
13.41666667	16.6087963
13.5	33.80812736
13.58333333	-10.71820997
13.66666667	17.54550793
13.75	9.182555336
13.83333333	-19.62890625
14	13.26340326
