11	12.57303288
11.08333333	11.78806995
11.16666667	10.25402882
11.25	29.76323369
11.33333333	23.62645852
11.41666667	19.92164653
11.5	23.70526344
11.58333333	14.07294123
11.66666667	10.30465955
11.75	5.976765231
11.83333333	29.43417457
11.91666667	25.12120533
12	23.61688242
12.08333333	29.41720469
12.16666667	28.99134682
12.25	20.88407366
12.33333333	35.29125446
12.41666667	64.61341376
12.5	11.71711637
12.58333333	8.956919945
12.66666667	23.3747897
12.75	11.76375149
12.83333333	21.08169123
12.91666667	15.4438433
13	4.087089446
13.08333333	4.087089446
13.16666667	3.241484733
13.25	5.382169789
13.33333333	15.22220493
13.41666667	26.46320667
13.5	5.911046695
13.58333333	1.246980406
13.66666667	28.95598756
13.75	1.438002426
13.83333333	3.047492168
14	2.962674617
